,gait_avg,gait_cv,label
0,0.1294083118857069,1.078659376577841,0
1,0.27884702209164114,1.0779812809761369,0
2,0.19460397187799694,1.0401608322295635,0
3,0.07958085500301525,2.1072023829684405,0
4,0.12549099120445908,1.2516557435569327,0
5,0.17063310391762676,1.0809015725677769,0
6,0.1616538556960018,1.0028073160747017,0
7,0.22137056812170874,0.7413992869817615,0
8,0.1404298343645897,1.2297866008706808,0
9,0.2910972479033598,1.3081971929505813,0
10,0.07677448236378517,1.872011649992317,0
11,0.21176705302491305,0.9311123808218742,0
12,0.328878970303757,1.0124495721064237,0
13,0.05549900547631165,2.685525672112828,0
14,0.11065825982888373,1.4392305334397981,0
15,0.3167135022296745,1.0629061365824028,0
16,0.28815908654328976,1.3603062855802268,0
17,0.17985188474948394,1.105557525232879,0
18,0.08253690394458366,1.959106119755375,0
19,0.12020452723235768,1.3444890717037554,0
20,0.09147280849825172,1.5585825330518224,0
21,0.08060208550669293,1.928391922969049,0
22,0.2252758418254674,0.6830484560102414,0
23,0.1525424299911063,1.2218109490507707,0
24,0.15326911852480893,1.7705377576296086,0
25,0.2529160080348107,0.9724793263487924,0
26,0.06244343889498695,2.4459771893983024,0
27,0.2673427833612749,0.5413289176030451,0
28,0.0685095295290099,2.1441922735566252,0
29,0.39854000839479464,0.8796881704870172,0
30,0.10140784789016222,1.3795701755967904,0
31,0.5120017378924684,0.3904220192128206,0
32,0.22624181507822663,1.0140169849605152,0
33,0.11391212418675423,1.2736394229547674,0
34,0.13284749127326803,1.2628458682747723,0
35,0.21084562195016737,1.0391337781780485,0
36,0.08267494645666949,1.799184752647711,0
37,0.07432994657360456,1.8577585488597075,0
38,0.2061269674450159,0.6821445083484995,0
39,0.21357194051385564,1.0959515502617128,0
40,0.21734922537629936,0.6622259136035271,0
41,0.3223803029022115,0.49991072946217474,0
42,0.16002210382033477,1.0421179208550464,0
43,0.10053960067085563,1.4293440666557131,0
44,0.24789135417039382,1.3828323357812884,0
45,0.06506303501599293,2.0898335136849484,0
46,0.15688781599628734,1.255576453506325,0
47,0.27163549739728,0.9048304938097979,0
48,0.21720198080700667,1.2069708395751162,0
49,0.08343695662417673,1.6758863951312186,0
50,0.2653833016314927,0.5957513031084246,0
51,0.16673530794600433,0.9821360857978714,0
52,0.13457487261590154,1.1153303524371232,0
53,0.057154501572296144,2.3726268937830275,0
54,0.18700454051402163,1.1999185086459845,0
55,0.11226727861293496,1.4140136444553721,0
56,0.25815669441207206,0.9963269263181957,0
57,0.17739983058390132,1.141134925406232,0
58,0.10205852215422347,1.4573406689272295,0
59,0.20165913605833435,0.7608527728851976,0
60,0.06971874495689324,2.022502645159234,0
61,0.1991414552863269,1.080172553226506,0
62,0.3169164064036493,0.7994205921054939,0
63,0.21679201582695712,0.67427823590726,0
64,0.1702060958440291,1.1692785637057406,0
65,0.07349081377294611,2.071006882450107,0
66,0.08837085364904394,1.6041474190567357,0
67,0.15014092946166102,1.087580636643376,0
68,0.1033695535037049,1.3438508948590204,0
69,0.19331277922831755,1.13996910012445,0
70,0.23512595461651603,0.9344265169962126,0
71,0.1367182488986515,1.1262739058220506,0
72,0.07811387720951103,1.8773657657609077,0
73,0.20204680711827813,1.0813171004369864,0
74,0.3154616761693661,0.6317889188501377,0
75,0.11823186965131345,1.2750288307608575,0
76,0.26906678982995413,0.7614687826771785,0
77,0.08924954259060922,1.5443811122660944,0
78,0.10210379557733867,1.368824164210824,0
79,0.08189443277473994,1.8958348906973266,0
80,0.06995370538648776,2.04244083623336,0
81,0.1244028607199098,1.315707736955242,0
82,0.14755299332785735,1.0794114951092697,0
83,0.05439441551872713,2.76977781487424,0
84,0.07539435494242903,2.092649587583986,0
85,0.1437666758815235,1.4804559512218272,0
86,0.3072588021423727,0.6074381582237185,0
87,0.12357522758411214,1.2751384024427606,0
88,0.08822821461182227,1.6235098110212185,0
89,0.16019916948787669,1.2290275425518389,0
90,0.12188057027717325,1.1315800288347528,0
91,0.13502232495316846,1.396076446743134,0
92,0.1987245493359306,0.970210203493621,0
93,0.09535185426827221,1.4745615842458022,0
94,0.16793510554866356,0.9967939599970018,0
95,0.16786208641242217,0.9190023869561184,0
96,0.1171467755921185,1.3427967305647304,0
97,0.2698076264384915,0.9507171615975679,0
98,0.10859245758623204,1.8159389648850128,0
99,0.09124614471659304,1.732625108727531,0
100,0.07957691547117211,1.8003493605048009,0
101,0.17176945573266814,1.67283447169421,0
102,0.09639526853825957,1.6389800330121598,0
103,0.08636504870386207,1.6254676721741483,0
104,0.526019749535437,0.3885912782664477,0
105,0.10006293969198982,1.414740045928281,0
106,0.07409567716606161,1.8386536704924927,0
107,0.058894270438362255,2.3028908673037174,0
108,0.10175867066942754,1.3408164019471396,0
109,0.1288259734404597,1.2675287955090473,0
110,0.10140776326431629,2.464357680270263,0
111,0.23662685136744047,1.3462688802432494,0
112,0.30983359912500025,0.987403805167209,0
