,approximate_entropy,sample_entrpy,fuzzy_entropy,permutation_entropy,spectral_entropy,dispersion_entropy,increment_entropy,phase_entropy,slope_entropy,label
0,0.1777850367534537,0.093214870829224,0.032293519345670596,0.854864096781804,0.384161015450023,1.3192304171364966,3.5937754898425998,0.9329652746437722,0.48483480842044135,0
1,0.21671496237382093,0.10154547452469988,0.02874728255595238,0.907165767573082,0.486835876551275,1.166760990411432,3.8700851902239854,0.940110049305068,0.37401455265200434,0
2,0.17102762032497143,0.10217362472930723,0.025427461309183608,0.9514122535330207,0.7371445248154913,1.044344651143335,4.009125850812409,0.8827750046785604,0.2684173507184326,0
3,0.18810544969361875,0.12994472128836487,0.03164709310439939,0.9663770070695503,0.6613403366234283,1.0915155912102603,4.100934077474185,0.8571542276907801,0.29698096869610074,0
4,0.23333786086275632,0.13317305958596595,0.032546306155132765,0.8826013308449943,0.6005588214831155,1.2661068373994504,3.7375611140932006,0.9087371205408115,0.29698096869610074,0
5,0.1840013318701632,0.09239192714772165,0.02550267262513095,0.9554189905653109,0.6345016534240043,1.103025022611966,4.17523863436678,0.9055132085205082,0.3495548496202301,0
6,0.14866449100034318,0.09854617923809604,0.028434552364288934,0.9514122535330207,0.3788047272580373,1.197276593144352,3.9395154199729507,0.8896523181949929,0.409633443977211,0
7,0.39306038506628793,0.0690918079203737,0.03177383409058876,0.8691375806126381,0.5102195866530433,1.4913144394713544,3.577452504166544,0.7766240402343731,0.5001273733507391,0
8,0.18974494038436296,0.1036393448370534,0.031162617623212374,0.9013152888907535,0.36323428725694545,1.310558544098236,3.770004571369837,0.9137936210105292,0.4327054570457187,0
9,0.14063381247529727,0.08077305357693801,0.03000015435466663,0.9286751810936653,0.34755143352893886,1.2260780663043689,3.923092467503373,0.9062507279161056,0.46055393628240077,0
10,0.21442404312840924,0.12171072722489776,0.024279356990880574,0.9235785996175947,0.5471947367689671,1.292796859234138,3.9115273034535365,0.889011992779682,0.29698096869610074,0
11,0.338988736038071,0.13630917218842503,0.037440824960519814,0.8952722642402939,0.525061939382005,1.452873198216644,3.76212787697924,0.8436102957755179,0.43511610766779746,0
12,0.1814781247272772,0.08147964740872772,0.023724146092471754,0.8069896049203007,0.4934042909044558,1.2449531763207873,3.278371889012244,0.9176848189943939,0.39745783910360666,0
13,0.19818942943965312,0.1029045644562056,0.028682190419080378,0.8890349038123859,0.35790052701995356,1.3346207582722078,3.7834235506249305,0.9001094375508779,0.408334654083737,0
14,0.3231232420976222,0.1946290140556098,0.02767106807741193,0.9286751810936653,0.675737755561976,1.4799884247944215,4.000901685297486,0.9025808391199508,0.29698096869610074,0
15,0.23387958727929536,0.1544361086860536,0.03017757297043544,0.9428615552246119,0.6238587215896432,1.1040339920272328,4.1837407935857716,0.9080673807518274,0.3495548496202301,0
16,0.1857882741407737,0.0583792407770363,0.02340645795100149,0.8069896049203007,0.4482173739485613,1.2010519428447683,3.2884559203956805,0.9016982989421416,0.3828074129928631,0
17,0.18100037308530226,0.02964399856841716,0.024177956219672447,0.8155110415520288,0.5125269107533051,1.1754545246708608,3.05241905244471,0.8869693768740324,0.32393921502641326,0
18,0.2651898077703838,0.10407681843404815,0.026929892626446073,0.8318944147250347,0.4398310121228135,1.4225435751580875,3.654479427245046,0.9126798196984524,0.3559370593390101,0
19,0.1983714533364156,0.15194901597971885,0.03490023374617879,0.9335869855323566,0.3118312566135085,1.3586971595986634,4.150550380762998,0.8605778685405662,0.409633443977211,0
20,0.2561876373646377,0.09218826516916358,0.024841692922166092,0.8397622740178035,0.4343728016338926,1.39507594934827,3.5122459209481316,0.9241094918717393,0.408334654083737,0
21,0.16678920226010563,0.07300878606285732,0.030347206080701405,0.9182958340544896,0.5323463547059473,1.2467783903976855,3.7922540150662782,0.8814281973335271,0.32393921502641326,0
22,0.16142023892121582,0.0811142320192963,0.02333196384235281,0.9013152888907535,0.5909453031524181,1.2150743785394762,3.619813083527803,0.8772024126721154,0.37401455265200434,0
23,0.21153975322377772,0.1301230118919594,0.033036297298600026,0.8890349038123859,0.3556919064922936,1.3212575420673667,3.848395825327895,0.9171908537051655,0.48483480842044135,0
24,0.1546736031152014,0.05232581900173979,0.026840199945386112,0.9235785996175947,0.7687448088587946,0.45698266510697844,3.7997282833205364,0.8895041890219471,0.3495548496202301,0
25,0.21227758365949256,0.10509725384243186,0.0298963523038952,0.8691375806126381,0.649057243660462,1.2575033775297448,3.774075395212793,0.8780933328883971,0.32746083885465843,0
26,0.1727317285086276,0.10538879580092576,0.0275264491319831,0.8952722642402939,0.6399397655605503,1.1417742891753417,3.376233552110537,0.8914458975967949,0.32746083885465843,0
27,0.1878041041145999,0.10690415122538198,0.03320275486877455,0.9428615552246119,0.5846781423199034,1.1591344663355174,3.8630131599638227,0.8880522575846703,0.32393921502641326,0
28,0.2201960538561556,0.16407266308613336,0.027904697599642647,0.9514122535330207,0.5963113135831305,1.291081117256785,3.9418144253630425,0.8828773646661197,0.29894079652728517,0
29,0.15113500501648724,0.034324178768693224,0.032795871769648044,0.7408656862339817,0.44571393501467904,0.9585806007654547,2.8382302342759815,0.8662798301542258,0.43511610766779746,0
30,0.19942966896797465,0.07739302811677748,0.037285939288816294,0.8069896049203007,0.37149460836345116,1.3534584308049973,3.4050111744102343,0.8889693274162132,0.43511610766779746,0
31,0.20989358542219927,0.1272892152722857,0.021883312672337785,0.9629004147713269,0.3736092033417312,1.1696685937710334,4.1887898872728355,0.904017034256348,0.3495548496202301,0
32,0.20458964104220412,0.10840929850718485,0.02201385455064586,0.9785423861930187,0.6919174847564379,1.292524101665901,3.971981451761106,0.8924175828889783,0.408334654083737,0
33,0.27011087406928835,0.17634715198958797,0.031789622890148084,0.9428615552246119,0.5313138042910113,1.290786826804592,4.013553132375904,0.8739642776565361,0.36447456603470685,0
34,0.22423543119206757,0.09795560954062632,0.026233012434789815,0.907165767573082,0.5441784937648092,1.3684100428218704,3.742152757143741,0.8752648255029031,0.32746083885465843,0
35,0.13554777646143368,0.0674172911782378,0.022845367634427793,0.8691375806126381,0.4544498165769255,1.3091546672495493,3.553674760528218,0.8966284334671204,0.4277609165159123,0
36,0.15056532819174873,0.03146087249800392,0.027970983659769688,0.7800674906160965,0.4557914808644996,0.9187358515911663,2.8244987407121496,0.8413443766046271,0.48483480842044135,0
37,0.2489258248605848,0.1463336050767576,0.030808072291454658,0.9592480511970876,0.682215661743664,1.0976290534574926,4.054607367195786,0.8981391009831905,0.32393921502641326,0
38,0.18490450617000254,0.09500558035024881,0.030308417266569854,0.8397622740178035,0.6350405839722495,1.2527113996492163,3.616351640904584,0.9169624278641427,0.37994682710232824,0
39,0.22291163566474248,0.07629312176054727,0.025237556603892375,0.8759695775313525,0.6918915204354394,1.278471734770236,3.2846047852318314,0.8806883351448005,0.32746083885465843,0
40,0.1834635660538524,0.0812514591805553,0.02667357540155013,0.8069896049203007,0.513124206504111,1.2883529071424435,3.679687493789758,0.9288691756214813,0.29698096869610074,0
41,0.18506022177424408,0.1127161070139567,0.031720553064826906,0.9472268055719004,0.34066338755597486,1.1432432703560331,4.140092510763061,0.9116023708860689,0.43511610766779746,0
42,0.18826954819606234,0.09409081616098385,0.03137233076843193,0.8890349038123859,0.34836595264300063,1.3354565236723546,3.7978743615555777,0.9142418677982539,0.48483480842044135,0
43,0.24940331558577222,0.14889598513609933,0.0305999364412628,0.9286751810936653,0.5038525664983315,1.2846788509278952,3.9061141792231364,0.8993120226408186,0.408334654083737,0
44,0.1858991098993028,0.09478675660472739,0.034864683926112305,0.8691375806126381,0.3381980068415783,1.377710470919352,3.8710901906818713,0.9294007385633317,0.48483480842044135,0
45,0.20936479124589047,0.12634395204212615,0.030228403033380147,0.9013152888907535,0.45289573500926833,1.228256371751933,3.7957927789396333,0.9161103932107405,0.36447456603470685,0
