,fuzzy_entropy,spectral_entropy,dispersion_entropy,slope_entropy,label
0,0.0016845333361463,0.2712801218626784,2.109372554175901,-0.0,0
1,0.0016077941336462,0.2721120480844348,2.0966552400266623,-0.0,0
2,0.0053455210051932,0.2735763117739593,1.781693057888579,0.2163969324512646,0
3,0.0011894905004986,0.2715798039698053,2.0772253925759943,-0.0,0
4,0.0011946139166854,0.2721118871498088,1.941145580428233,-0.0,0
5,0.000844107240025,0.272141828813593,2.106985606967558,-0.0,0
6,0.0021817179493467,0.2718976246067852,2.111759501384244,-0.0,0
7,0.000906978517702,0.2721064646472995,2.0661256336705582,-0.0,0
8,0.0010417597605256,0.2716436559914068,1.9352024390913445,-0.0,0
9,0.0008910138217735,0.27186742757939,2.063956247552524,-0.0,0
10,0.0010905406048079,0.2715179776529149,2.0786122005865053,-0.0,0
11,0.0013428101224868,0.2708775398870501,2.129802540824401,-0.0,0
12,0.0008549340689517,0.2720756255734274,1.9729060732154604,-0.0,0
13,0.00085823080122,0.2712859169026536,2.1571758080076213,-0.0,0
14,0.0006697984990989,0.2722975285440068,2.106985606967558,-0.0,0
15,0.0017182562327611,0.2719995179309836,2.1532368907272144,-0.0,0
16,0.0011889473730891,0.2719107122305959,2.0528564886470875,-0.0,0
17,0.0022126720069087,0.2724279066749509,1.94553280603224,-0.0,0
18,0.0011368808095483,0.2716814948471087,2.025483221463867,-0.0,0
19,0.0016551248709731,0.2718507463215608,2.118702781918965,-0.0,0
20,0.0008645378247305,0.2713392601166517,2.1000423264328374,-0.0,0
21,0.0016648775006675,0.2711213291664037,2.091329514735744,-0.0,0
22,0.0014174886558598,0.2720588612465128,2.148462996310528,-0.0,0
23,0.0013383660191759,0.2713614884886314,2.145458633056214,-0.0,0
24,0.0013122036201507,0.2719789219620598,1.8542518844618847,-0.0,0
25,0.0011217631497125,0.2712554704059838,2.106985606967558,-0.0,0
26,0.00127157153028,0.2711044460801378,2.103046689687151,-0.0,0
27,0.0112923426519248,0.2703379170194737,2.168892982959028,0.574828144380386,0
28,0.0076564660049668,0.2742173610310358,2.029422138744274,-0.0,0
29,0.005667261452513,0.2736872963626481,1.91815953884902,0.2163969324512646,0
30,0.0112284317373014,0.2714242381248625,2.141519715775808,0.574828144380386,0
31,0.0164970236093403,0.2737859243364103,2.009827129232053,0.4310167689753773,0
32,0.0071151242001549,0.2726574427737177,2.0615693003441806,-0.0,0
33,0.0075458943451146,0.2728620910945024,2.118702781918965,0.574828144380386,0
34,0.006593987398874,0.2733710266883227,2.1571758080076218,-0.0,0
35,0.0089512346103324,0.2716320116388998,2.136745821359121,0.2163969324512646,0
36,0.0077655994213775,0.2715646700067531,2.106985606967558,0.362051251733998,0
37,0.0061063060516477,0.2689675072620072,2.1571758080076213,0.4310167689753773,0
38,0.0195830166442998,0.2716908294430336,1.9746756043778333,0.7167256591148785,0
39,0.006167713384411,0.2716736717505066,2.1000423264328374,-0.0,0
40,0.0055661575445782,0.2719719670468368,2.1571758080076213,0.2163969324512646,0
41,0.008185708415392,0.2752681313851419,2.091329514735744,0.4310167689753773,0
42,0.0075671822180288,0.2703409762780818,2.108372414978069,0.2163969324512646,0
43,0.0124607875994793,0.2716139804392699,2.0708995280872444,0.574828144380386,0
44,0.0844337075885482,0.2974025547871127,0.9267605646029315,0.7856911763562577,0
45,0.0089066621491061,0.272160144472447,2.106985606967558,0.574828144380386,0
46,0.0054728738194155,0.2742871459038526,2.0708995280872444,-0.0,0
47,0.0060244685540657,0.2751156283843135,2.106985606967558,-0.0,0
48,0.0090044644319552,0.2726418198830015,2.0796123397843376,0.2163969324512646,0
49,0.008519125259342,0.2701292324196372,1.950858531323158,0.2163969324512646,0
50,0.0083259080964613,0.2715189015431472,2.1000423264328374,0.362051251733998,0
51,0.0034603765018189,0.2673396399770779,1.8937250497483744,-0.0,0
52,0.0022148721439986,0.270951207456192,2.145458633056215,-0.0,0
53,0.0016480142494947,0.2724803834505121,2.0819992869926804,-0.0,0
54,0.0025383853387926,0.2719100970952209,2.0786122005865053,-0.0,0
55,0.0014301549105343,0.2718163269498082,2.0889425675274014,-0.0,0
56,0.0016020795981168,0.2744997233966919,2.0002793403986807,-0.0,0
57,0.0016669771851549,0.2727357037878855,2.1571758080076213,-0.0,0
58,0.0026302162784123,0.2713941233970349,2.0982727952704647,-0.0,0
59,0.0014076018285886,0.2725753820318328,2.0796123397843376,-0.0,0
60,0.0022046347891371,0.2718227447001926,2.1484629963105286,-0.0,0
61,0.002273936590613,0.271976898125835,2.106985606967558,-0.0,0
62,0.001161434862149,0.2717745277594037,2.141519715775808,-0.0,0
63,0.0012172520813014,0.2716937770746406,2.1117595013842445,-0.0,0
64,0.0017639403319669,0.2715943705659603,1.9542456177293333,-0.0,0
65,0.0021531050737084,0.2727765504094535,1.8640304205285487,-0.0,0
66,0.0020843390480328,0.2729188411646424,1.820166083977236,-0.0,0
67,0.0011811424129288,0.2732676741377137,2.002048871561054,-0.0,0
68,0.0025237196928562,0.2740320842069753,2.061569300344181,-0.0,0
69,0.0026435845865285,0.2712856692993676,2.0341960331609603,-0.0,0
70,0.0016841513061995,0.2708779003781286,2.0224788582095536,-0.0,0
71,0.0011310683224974,0.2725339632276807,2.073286475295588,-0.0,0
72,0.0014516365845064,0.2712786555688686,2.125028646407715,-0.0,0
73,0.0019170749900272,0.2728040169233737,2.136745821359121,-0.0,0
74,0.0038864527670747,0.271839523382421,2.121089729127308,-0.0,0
75,0.0034531814982327,0.2715083481733742,1.7876361992254672,-0.0,0
76,0.0016981662981545,0.2715400337169366,2.145458633056214,-0.0,0
77,0.0020921583800415,0.2716494433306095,1.8372089842195607,-0.0,0
78,0.0021855734236936,0.273840444907459,2.168892982959028,-0.0,0
79,0.0029904192960887,0.2716430124635263,2.121089729127308,0.2163969324512646,0
