,gait_avg,gait_cv,gait_stdfd,label
0,1.0248333333333333,0.0132955713775409,0.0211322367148257,0
1,1.0367666666666664,0.0166614398108512,0.0207638018671989,0
2,1.0334666666666663,0.0314507461609015,0.0307533089252558,0
3,1.0343000000000002,0.0107397173233035,0.0168536879652365,0
4,1.0419333333333334,0.0127598251002962,0.0172469030560454,0
5,1.0459666666666665,0.0105345045095004,0.0164055739656635,0
6,1.0496333333333332,0.0151414062955876,0.022259829289552,0
7,1.0368666666666664,0.0111979067184081,0.0161420724339551,0
8,1.0377666666666667,0.0110324296098474,0.0190667740302648,0
9,1.0368666666666664,0.0115337236185036,0.0128686046338239,0
10,1.0399666666666665,0.0101149603475728,0.0150071411572719,0
11,1.0406,0.0130026455032571,0.0193178622770653,0
12,1.0414999999999996,0.011611851213487,0.0119918897059309,0
13,1.0395666666666663,0.010325491259291,0.0150083720478636,0
14,1.0330333333333337,0.0106238978519538,0.0139241435427467,0
15,1.0277333333333334,0.0148819283822901,0.0194183271311261,0
16,1.0273,0.0121423485681058,0.0205154033204081,0
17,1.0310666666666668,0.0168235847602386,0.0254226344981708,0
18,1.0283333333333335,0.0129169699711262,0.0173562356591559,0
19,1.0256999999999998,0.0143450371583584,0.0223691047494225,0
20,1.0240333333333336,0.0123001795459016,0.0160590045026384,0
21,1.0243,0.0168846105294627,0.0261579608581433,0
22,1.0166,0.0131887333865405,0.0172162427602054,0
23,1.0173333333333334,0.0130719375135109,0.0179781613552189,0
24,1.0144666666666666,0.0126864645467357,0.0207592937226214,0
25,1.0131666666666663,0.0122814979140846,0.0162648189346014,0
26,1.0094333333333332,0.0148351683666869,0.0194947258245754,0
27,1.1691,0.0352826174249625,0.0539737894791436,0
28,1.1673666666666664,0.0338120476372989,0.0460383220110818,0
29,1.1743666666666668,0.0271028863261671,0.0436810540481639,0
30,1.1785333333333334,0.0355117118322335,0.0579485503076532,0
31,1.1807,0.0365442714473922,0.0622275341778237,0
32,1.2012333333333334,0.0313417245373644,0.0378698184932191,0
33,1.1737,0.0278744849500763,0.0489623611346693,0
34,1.1644666666666663,0.0273260968671362,0.0404801538675788,0
35,1.1708999999999998,0.0315708378685528,0.0454113926375396,0
36,1.1581333333333332,0.0329932720559374,0.0457930932473726,0
37,1.1694666666666669,0.0270475500667357,0.0397684492613207,0
38,1.1559,0.0456061279472528,0.0732019778192519,0
39,1.171,0.024149781578567,0.0398611197408586,0
40,1.187666666666667,0.0237093688234453,0.0404228267951213,0
41,1.1697666666666666,0.0306141938745671,0.0458055431498332,0
42,1.1676333333333335,0.0339372435616576,0.044347985775732,0
43,1.1540333333333332,0.0373168541303765,0.0581503063455285,0
44,1.1799333333333335,0.1395810748386845,0.2697477794756051,0
45,1.154466666666667,0.0317731496050793,0.0523988352068486,0
46,1.1414666666666666,0.0308741030115386,0.0333868945705352,0
47,1.153933333333333,0.0286226704578042,0.039390585507212,0
48,1.1478666666666666,0.0303185371902391,0.0457068189714905,0
49,1.1606666666666663,0.0309764682932482,0.0456820506730442,0
50,1.1725666666666663,0.0302771691413179,0.0496260151463961,0
51,1.007966666666667,0.0336612550312563,0.0254928271569318,0
52,0.9854000000000002,0.0208378041136212,0.0251595891482427,0
53,0.9771666666666668,0.0168565670591719,0.0235743243481739,0
54,0.9845,0.017793774574056,0.0230042296389335,0
55,0.9734,0.015231987198763,0.018598360540067,0
56,0.9604333333333336,0.0191259197145937,0.0193416903403418,0
57,0.9588,0.0162257361442517,0.0206321285635786,0
58,0.9592333333333334,0.0191928516712534,0.0253973835974507,0
59,0.9547666666666668,0.0155708138052774,0.0185617064359074,0
60,0.9416,0.0174253778357708,0.0244693937711397,0
61,0.9357333333333336,0.0239917090924766,0.0248930223471629,0
62,0.9253666666666668,0.013558322347306,0.017180295735998,0
63,0.917666666666667,0.0144123303075524,0.0179143418891176,0
64,0.9312,0.0179260751519375,0.022015556524059,0
65,0.9313666666666668,0.0239529007377405,0.0209974781502434,0
66,0.9159000000000004,0.018411663970785,0.0216473072535604,0
67,0.9261333333333336,0.0162093570011382,0.0150372280225108,0
68,0.9198,0.0214426050098007,0.02720362008654,0
69,0.9257,0.0204102893588663,0.0247315637658725,0
70,0.9326,0.0190727519142492,0.0197587668389267,0
71,0.9154,0.0137632188357877,0.0156007767900576,0
72,0.9194000000000002,0.0158150017084534,0.0199026571981431,0
73,0.9226666666666667,0.0171515836565267,0.023619886002653,0
74,0.9306333333333334,0.0252687355492633,0.0281512890271764,0
75,0.9265333333333332,0.0216985608912363,0.0287625748897019,0
76,0.9270333333333336,0.0160336309440839,0.0208485625781815,0
77,0.9324,0.0210121130726057,0.0204406506022761,0
78,0.9263,0.020559952820603,0.0245124880207113,0
79,0.9281333333333336,0.0233456997806076,0.0306322136372033,0
80,0.9599333333333332,0.0168663089931122,0.0180150457096611,0
81,0.9515333333333332,0.0307894717499885,0.0494389208675889,0
82,0.9389333333333334,0.0297645327026051,0.0378468849379627,0
83,0.9495,0.0128862316636325,0.0149815979075019,0
84,0.9453,0.014499794584701,0.0189937116894998,0
85,0.9535,0.0207037182257933,0.0303809150619266,0
86,0.9472999999999998,0.0109288616438426,0.0128885904406493,0
87,0.9551333333333332,0.0161138200533156,0.0199249824619338,0
88,0.9511666666666664,0.0121107577077812,0.0105198615810631,0
89,0.9546666666666668,0.0125828690502978,0.0171893253620943,0
90,0.9381666666666668,0.0153142384476756,0.0162998383140458,0
91,0.9521,0.0145125567856165,0.0165745071032077,0
92,0.9502333333333336,0.0145576894502915,0.0182316106149665,0
93,0.9508666666666667,0.0144534408532262,0.0191429674285478,0
94,0.9521,0.014362373785935,0.0189383885686283,0
95,0.9598333333333332,0.0177189792027627,0.0212121584244656,0
96,0.9645666666666668,0.0140489384320566,0.0174527511346345,0
97,0.9587666666666668,0.0150914616851092,0.0143103359249779,0
98,0.965,0.0201032217144727,0.0300137078698804,0
99,0.9679333333333334,0.0186889804687598,0.0201394155603706,0
100,0.955566666666667,0.0142794480200448,0.0214359511102259,0
101,0.9641666666666668,0.0162629276121653,0.0218893320396684,0
102,0.9741,0.0147228456930698,0.0221255931428104,0
103,0.9726333333333332,0.019190059080843,0.0223835794845657,0
104,0.9642,0.0133885419984534,0.0175162837680923,0
105,0.9616666666666664,0.010432026638332,0.0159298802174982,0
106,0.9624333333333333,0.0219051450892251,0.0272633571005862,0
107,0.9617666666666664,0.0157773439159457,0.0214153160972888,0
108,0.9661999999999996,0.0192659784070585,0.0248931212925323,0
109,1.0442666666666665,0.0179715145052884,0.0286551175804043,0
110,1.0432666666666666,0.0169420739355782,0.0215779033117226,0
111,1.0399666666666665,0.0156429922682908,0.0226953479315473,0
112,1.0451666666666668,0.0139039741388392,0.0197295757084501,0
113,1.0467333333333333,0.0181073269720565,0.0217779886164296,0
